Encryption disabled
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=ED25519 | DESERIALIZE: 0.00158 s | CRYPTO: 0.00000 s | AUTH: 0.33781 s | TOTAL: 0.33940 s | IMPACT: 0.00% | AUTH_IMPACT: 99.53%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=ED25519 | SERIALIZE: 0.00075 s | CRYPTO: 0.00000 s | AUTH: 0.40223 s | TOTAL: 0.40298 s | IMPACT: 0.00% | AUTH_IMPACT: 99.81%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=ED25519 | SERIALIZE: 0.00070 s | CRYPTO: 0.00000 s | AUTH: 0.38763 s | TOTAL: 0.38833 s | IMPACT: 0.00% | AUTH_IMPACT: 99.82%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=ED25519 | DESERIALIZE: 0.00088 s | CRYPTO: 0.00000 s | AUTH: 0.21274 s | TOTAL: 0.21362 s | IMPACT: 0.00% | AUTH_IMPACT: 99.59%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=ED25519 | DESERIALIZE: 0.00095 s | CRYPTO: 0.00000 s | AUTH: 0.21071 s | TOTAL: 0.21166 s | IMPACT: 0.00% | AUTH_IMPACT: 99.55%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=ED25519 | DESERIALIZE: 0.00088 s | CRYPTO: 0.00000 s | AUTH: 0.22268 s | TOTAL: 0.22356 s | IMPACT: 0.00% | AUTH_IMPACT: 99.61%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=ED25519 | DESERIALIZE: 0.00088 s | CRYPTO: 0.00000 s | AUTH: 0.21658 s | TOTAL: 0.21746 s | IMPACT: 0.00% | AUTH_IMPACT: 99.59%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=ED25519 | DESERIALIZE: 0.00088 s | CRYPTO: 0.00000 s | AUTH: 0.38045 s | TOTAL: 0.38133 s | IMPACT: 0.00% | AUTH_IMPACT: 99.77%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=ED25519 | DESERIALIZE: 0.00600 s | CRYPTO: 0.00000 s | AUTH: 0.43297 s | TOTAL: 0.43897 s | IMPACT: 0.00% | AUTH_IMPACT: 98.63%
Tempo totale round 2: 159.80 s
=== Report tempi round ===
Round 1: totale=221.72s | crypto=0.00s (0.00%) | auth=10.68s (4.82%) | crypto_cum=0.00s | auth_cum=213.53s | senza_critto=221.72s | parallel_factor=20 | parallel_fit=20 | parallel_eval=0
Round 2: totale=159.80s | crypto=0.00s (0.00%) | auth=9.82s (6.15%) | crypto_cum=0.00s | auth_cum=196.44s | senza_critto=159.80s | parallel_factor=20 | parallel_fit=20 | parallel_eval=0
Totale critto (parallel): 0.00s su 381.53s (0.00%)
Totale auth (parallel): 20.50s su 381.53s (5.37%)
Totale auth cumulativo: 409.97s
Early stopping triggered at round 2, stopping server.
Run finished 1000 round(s) in 381.53s
Totale critto: 0.00 s su 381.53 s (0.00%) | auth: 409.97 s (107.45%) | serializzazione: 0.66 s
Overhead totale: 1613200 B su 3408991040 B (0.05%)
Overhead ED25519: 1613200 B (0.05%) | medio=185.00 B/msg
Overhead medio auth: 185.85 B/msg
	History (loss, centralized):

		round 1: 2.3330715923309326

		round 2: 0.8342664163589477

	History (metrics, centralized):

	{'accuracy': [(1, 0.1427), (2, 0.7251)],

	 'round_time': [(1, 221.72290049120784), (2, 159.80306981224567)]}


